epoch,train_loss,train_acc,test_acc
0,0.6139611310552828,0.70042194092827,0.8166666666666667
10,0.606413693490637,0.70042194092827,0.8166666666666667
20,0.5991323759168503,0.70042194092827,0.8166666666666667
30,0.592053481611068,0.7215189873417721,0.8166666666666667
40,0.5852436082496675,0.7257383966244726,0.8166666666666667
50,0.5786346374310924,0.729957805907173,0.8166666666666667
60,0.5720847200586279,0.7426160337552743,0.8166666666666667
70,0.5656886666277319,0.7552742616033755,0.8333333333333334
80,0.5594336421758878,0.7552742616033755,0.8333333333333334
90,0.5532588919764992,0.7552742616033755,0.8333333333333334
100,0.547151978110944,0.759493670886076,0.8333333333333334
110,0.5411328071406489,0.759493670886076,0.8166666666666667
120,0.5353908561516203,0.7637130801687764,0.8166666666666667
130,0.5297649778419911,0.7637130801687764,0.8166666666666667
140,0.524304453952586,0.7805907172995781,0.8333333333333334
150,0.5190578121640683,0.7848101265822784,0.8333333333333334
160,0.5139992974785443,0.7932489451476793,0.8333333333333334
170,0.5091412857881145,0.7932489451476793,0.8333333333333334
180,0.5044412404701024,0.7974683544303798,0.8333333333333334
190,0.49986734361875856,0.7974683544303798,0.8333333333333334
200,0.4954603634927751,0.8059071729957806,0.8333333333333334
210,0.4912384834323302,0.8016877637130801,0.8333333333333334
220,0.487192790306158,0.8016877637130801,0.85
230,0.48330282522342344,0.8016877637130801,0.85
240,0.47956967460785443,0.8059071729957806,0.85
250,0.4759987205837224,0.8059071729957806,0.85
260,0.4725476048008646,0.810126582278481,0.85
270,0.46918772292475047,0.8143459915611815,0.85
280,0.4659604061120751,0.8143459915611815,0.85
290,0.4628853143882268,0.8143459915611815,0.85
300,0.4598908311160146,0.8143459915611815,0.85
310,0.45700320960436047,0.8185654008438819,0.85
320,0.45423608618342126,0.8185654008438819,0.85
330,0.45155399869069585,0.8227848101265823,0.85
340,0.44896719862697204,0.8227848101265823,0.85
350,0.44647968987592973,0.8227848101265823,0.85
360,0.4440965733796965,0.8227848101265823,0.85
370,0.44178863315269434,0.8270042194092827,0.85
380,0.4395309155843423,0.8270042194092827,0.85
390,0.437306051863895,0.8312236286919831,0.85
400,0.4351329260064503,0.8312236286919831,0.85
410,0.4330247328020321,0.8312236286919831,0.85
420,0.4309621458822031,0.8312236286919831,0.85
430,0.4289631066239693,0.8312236286919831,0.85
440,0.4270269461790555,0.8312236286919831,0.85
450,0.425139462025793,0.8312236286919831,0.85
460,0.4232810202043078,0.8312236286919831,0.85
470,0.42148064951330955,0.8354430379746836,0.85
480,0.4197538928063202,0.8396624472573839,0.85
490,0.4180871755312809,0.8396624472573839,0.8666666666666667
500,0.4164702509635733,0.8396624472573839,0.8833333333333333
510,0.41489600479885935,0.8396624472573839,0.9
520,0.41337059661611936,0.8396624472573839,0.9
530,0.41188702877370487,0.8396624472573839,0.9
540,0.41044659138055495,0.8396624472573839,0.9
550,0.4090392977036131,0.8396624472573839,0.9
560,0.407660066531444,0.8396624472573839,0.9
570,0.4063280725997911,0.8396624472573839,0.9
580,0.4050189971538537,0.8396624472573839,0.9
590,0.4037168354703901,0.8396624472573839,0.9
600,0.4024428840075833,0.8396624472573839,0.9
610,0.4011915327647335,0.8396624472573839,0.9
620,0.3999658807368128,0.8396624472573839,0.9
630,0.3987726557939532,0.8396624472573839,0.9
640,0.3976104885218129,0.8438818565400844,0.9
650,0.3964743447109613,0.8438818565400844,0.9
660,0.3953516162967138,0.8438818565400844,0.9
670,0.39419515547361583,0.8438818565400844,0.9
680,0.39305495147933683,0.8438818565400844,0.9
690,0.3919411320638825,0.8354430379746836,0.9
700,0.3908648952817193,0.8354430379746836,0.9
710,0.38981761648851376,0.8354430379746836,0.9
720,0.38880030551405703,0.8354430379746836,0.9
730,0.38779518072953084,0.8354430379746836,0.9
740,0.38679725254041386,0.8354430379746836,0.9
750,0.3858187630211023,0.8354430379746836,0.9
760,0.38486306135047477,0.8396624472573839,0.9
770,0.38392648429005877,0.8396624472573839,0.9
780,0.3830115913528223,0.8396624472573839,0.9
790,0.38211170574692516,0.8438818565400844,0.9
800,0.3812319623878619,0.8438818565400844,0.9
810,0.3803598511364914,0.8438818565400844,0.9
820,0.3795045692807341,0.8438818565400844,0.9
830,0.37867054650253706,0.8438818565400844,0.9
840,0.3778520799870966,0.8438818565400844,0.9
850,0.3770427828248415,0.8438818565400844,0.9
860,0.3762460994627641,0.8438818565400844,0.9
870,0.3754680295515139,0.8438818565400844,0.9
880,0.374694536705131,0.8438818565400844,0.9
890,0.3739353243957616,0.8438818565400844,0.9
900,0.3731877174090287,0.8396624472573839,0.9
910,0.37244938299614794,0.8396624472573839,0.9
920,0.3717286758576234,0.8396624472573839,0.9
930,0.3710260853419646,0.8396624472573839,0.9
940,0.37033674057178306,0.8396624472573839,0.9
950,0.3696703742669951,0.8438818565400844,0.9
960,0.36901763908385493,0.8481012658227848,0.9
970,0.36838126788542014,0.8481012658227848,0.9
980,0.3677632266055755,0.8481012658227848,0.9
990,0.36715115449226604,0.8481012658227848,0.9
